"temperature","humidity","image"
217.837936401367,10.0781392455101,0
218.257431030273,11.8830965161323,0
217.763793945312,11.6584926843643,0
217.868041992187,11.1874496340751,0
217.675735473632,10.436865389347,0
218.176467895507,11.0324001312255,0
218.529418945312,10.8258500099182,0
219.371261596679,9.52527678012848,0
220.175842285156,9.40557903051376,0
218.871154785156,11.3669875860214,0
218.852172851562,10.1005908250808,0
220.518020629882,12.2036123275756,0
216.445922851562,21.0194957256317,0
216.005126953125,26.1892704367637,0
215.5078125,26.6194173693656,0
215.142059326171,34.4529157280921,0
214.344329833984,19.7995303273201,1
215.13345336914,33.0869544744491,1
218.667297363281,34.7319830060005,1
255.18911743164,9.75720205903053,1
253.286178588867,11.4644913971424,1
246.434295654296,18.5056101083755,1
223.49966430664,24.708980500698,1
228.093566894531,26.7867804765701,1
232.599472045898,25.5115823447704,1
236.812759399414,22.8762848866172,1
240.500213623046,21.7640834506601,1
243.651916503906,20.8765646799001,1
249.968048095703,15.2646652460098,1
215.438644409179,27.8841298818588,0
215.872894287109,22.4505324959754,0
216.417510986328,22.1280193328857,0
216.394424438476,16.4898610711097,0
216.705490112304,19.5667805671691,0
216.906295776367,18.8600836396217,0
217.384994506836,18.5716549158096,0
216.834518432617,24.2590308189392,0
217.385635375976,23.142381042242,0
216.859161376953,26.43629270792,0
216.395858764648,26.215606033802,0
215.966644287109,26.1678904294967,0
216.284530639648,21.2555021643638,0
215.44432067871,22.7531804442405,0
226.713424682617,26.003810852766,1
231.183364868164,18.1019260138273,1
217.827499389648,26.625243499875,1
214.429229736328,22.7517874836921,1
214.105819702148,19.0381933450698,1
235.462707519531,16.0245449990034,1
239.557266235351,19.631544470787,1
243.462951660156,20.9061381742358,1
249.704513549804,40.3754652280767,1
222.36669921875,25.5859179198741,1
246.789596557617,28.3771479565184,1
252.007705688476,42.0063536167144,1
253.868194580078,46.1348999887704,1
214.64744567871,31.7502132058143,0
252.209579467773,35.8861874341964,1
254.627517700195,45.1255780160427,1
222.954162597656,29.7119520902633,1
218.221481323242,38.7582958340644,1
243.77424621582,16.1318385154008,1
227.233245849609,21.6157466173172,1
231.477249145507,17.7895331382751,1
239.931945800781,15.4557031393051,1
247.149307250976,18.1313043832778,1
250.077758789062,22.016278207302,1
235.812194824218,13.6724609732627,1
214.299209594726,22.7944194078445,1
214.209915161132,43.2703419327735,1
231.701217651367,17.8701031804084,1
227.558929443359,25.2750697135925,1
222.930068969726,34.4553401470184,1
217.858245849609,40.4345070123672,1
213.466659545898,46.2083790302276,1
213.83479309082,25.4685476422309,1
236.120864868164,15.2137398123741,1
254.686798095703,41.6324804425239,1
252.31394958496,36.1766340732574,1
240.233428955078,16.2631009221076,1
244.013763427734,16.7553739775903,1
250.084579467773,23.9517193436622,1
247.301864624023,19.4352492690086,1
213.561798095703,46.4089252948761,0
213.444595336914,45.0313291549682,0
213.371490478515,50.6627965271472,0
214.005996704101,51.6826499104499,0
213.891418457031,54.9979680776596,0
214.2607421875,55.4248875379562,0
213.661590576171,44.6746710538864,0
213.400482177734,34.9325450658798,0
213.443786621093,42.8761833906173,0
212.589523315429,44.3784230947494,0
213.843002319336,50.1076698303222,0
213.773574829101,28.2135505080223,0
214.371978759765,32.3797639608383,0
213.725067138671,50.5698048472404,0
213.989074707031,48.7413999438285,0
214.256774902343,45.2331765890121,0
214.065338134765,46.3491317033767,0
214.673828125,46.8604731559753,0
214.274017333984,51.7364245653152,0
215.284759521484,52.4285196065902,0
215.177734375,50.7070631980896,0
215.140197753906,51.6041294336319,0
215.095245361328,44.910596370697,0
214.837905883789,63.7972245216369,0
214.261505126953,77.4353642463684,0
215.424621582031,58.668496992439,0
216.214385986328,72.1263837353326,0
215.43684387207,58.9690318107605,0
215.756072998046,56.2867804691195,0
215.251007080078,43.1819966435432,0
214.695159912109,43.2364297360181,0
215.079193115234,31.2363092899322,0
215.361221313476,36.8629505634307,0
215.512664794921,39.1362727880477,0
214.894210815429,38.914528787136,0
215.09114074707,37.8976569771766,0
215.54817199707,34.000094294548,0
215.828781127929,29.7972223162651,0
215.426879882812,32.3799477815628,0
215.394134521484,31.291419416666,0
214.960968017578,33.4051892757415,0
214.485534667968,34.1858978271484,0
214.978363037109,33.2829060554504,0
214.920455932617,34.52996468544,0
214.764221191406,37.497394144535,0
215.011749267578,27.0881158113479,0
215.7451171875,22.7353807687759,1
219.07469177246,13.4659097194671,1
211.535720825195,28.9583290815353,1
222.648971557617,17.3740174770355,1
226.934341430664,20.5406052470207,1
230.854309082031,39.1447853296995,1
234.619598388671,38.2817391753196,1
238.3427734375,43.1261137723922,1
241.231002807617,55.050684697926,1
243.56314086914,59.3851752877235,1
245.584396362304,55.174557775259,1
251.23550415039,19.9068093299865,1
248.91567993164,34.1321836709976,1
219.921295166015,22.1712560653686,1
238.300796508789,22.7552603930234,1
241.204818725586,39.236396163702,1
234.610260009765,16.2671408653259,1
230.762115478515,19.412472307682,1
226.679428100586,17.9039471447467,1
