"Level","Accuracy","Cohen_Kappa","McNemars_Test_p_value","Sensitivity","Specificity","Precision"
200,0.968354430379747,0.0644244433917594,0.0013742758758317,0.2,0.973248407643312,0.0454545454545455
225,0.962025316455696,-0.00885407798399273,0.000126046450120814,0,0.966921119592875,0
250,0.962025316455696,-0.0150762377933871,0.0176220909623244,0,0.971867007672634,0
275,0.965822784810127,0.0562782054685444,0.00705363788806859,0.142857142857143,0.973180076628352,0.0454545454545455
300,0.959493670886076,0.0440175465133877,0.00265402935948234,0.125,0.968030690537084,0.0384615384615385
2000,0.974683544303797,0.937416637700373,2.306187599292e-06,0.996644295302013,0.966584158415842,0.916666666666667
