"temperature","humidity","pressure","image"
207.000824,4.933573306,20599.99924,1
206.6517181,5.449714839,16399.99924,1
206.9259186,5.468541652,16199.99924,1
207.2542419,4.96398443,19799.99924,1
207.5935516,4.712144554,18499.99924,1
207.9911194,4.342295647,19599.99924,1
207.9250946,4.30485791,32599.99924,1
207.7216187,4.304743826,22999.99924,1
207.7012634,4.23014906,18099.99924,1
207.5103455,4.478691548,23899.99924,0
207.5215759,4.362147957,24099.99924,0
207.4464111,4.368825942,23899.99924,0
207.2557068,4.530024707,21699.99924,0
207.3796387,4.442357183,19899.99924,0
207.8618011,4.318136096,18999.99924,0
207.9234009,4.246562153,19799.99924,0
208.3780518,4.35805577,21199.99924,0
208.5488129,3.860716581,22299.99924,0
208.7516022,3.859483063,21999.99924,0
208.7726746,3.739508271,21499.99924,0
208.7327271,3.992758512,20799.99924,1
208.2639618,4.366816372,20899.99924,1
208.4066772,4.372031152,21899.99924,1
208.4159088,4.245907158,22799.99771,1
208.1848907,4.371848613,22799.99924,1
208.0798035,4.213100672,22799.99924,1
208.3320618,4.087497532,22999.99924,1
207.4698181,4.590167165,23099.99924,1
207.9532776,4.211964756,23999.99924,1
208.4568634,4.555663884,24299.99924,1
209.0845795,5.932107985,24699.99924,1
208.9929352,7.949495345,24699.99924,1
209.1382141,7.709805191,24399.99924,1
208.8525696,7.719097227,23699.99924,0
208.9571838,4.097671241,24299.99924,0
208.6566467,4.075263172,23799.99924,0
208.7869263,4.064444363,23699.99924,0
208.8283234,4.047154486,23599.99924,0
210.0037231,3.67412746,23199.99924,0
210.6290894,3.439916492,21799.99924,0
210.7293243,3.193274677,21399.99924,0
210.4636536,3.441701919,20999.99924,0
210.1164856,7.29360798,21299.99924,0
209.273407,8.938323289,20799.99771,0
209.679184,11.32227865,20599.99924,1
210.192688,11.32368648,21099.99924,1
210.1263123,3.236534595,22199.99924,1
211.3431549,2.989631236,22099.99924,1
211.3427887,2.564333081,22899.99924,1
211.0118713,2.726460218,23699.99924,1
211.1158905,2.726265073,24499.99924,1
211.1040497,2.489809632,24099.99924,1
211.1736145,2.484143376,24599.99924,1
210.9793091,2.481410652,24899.99924,1
210.9761963,2.468015492,25399.99924,1
210.9350586,2.4765037,25699.99924,1
211.0098572,2.591061592,26999.99924,1
210.8603821,2.58878684,26799.99924,0
211.0471802,2.613108933,25799.99924,0
211.0473022,2.491932958,26299.99924,0
210.8835754,2.626251161,26499.99924,0
210.1570435,2.868341893,26699.99924,0
209.7313232,2.875528336,26799.99924,0
209.6831055,2.994158089,26699.99924,0
209.4064026,2.991164207,26699.99924,0
209.1298523,3.115755975,26899.99924,0
208.9347687,3.241869897,26799.99924,0
208.7185822,3.244596332,23399.99924,0
208.7579346,3.365307599,23199.99924,1
208.4192505,3.734224826,23199.99924,1
208.1625671,3.691128612,23399.99924,1
208.0825958,3.688935965,23499.99924,1
208.2848969,3.687706351,23899.99771,1
208.6216278,3.565713137,23799.99924,1
209.001358,3.448761493,23799.99924,1
208.9203949,3.460823566,24099.99924,1
